dominant_color_1_r,dominant_color_1_g,dominant_color_1_b,dominant_color_1_freq,dominant_color_2_r,dominant_color_2_g,dominant_color_2_b,dominant_color_2_freq,dominant_color_3_r,dominant_color_3_g,dominant_color_3_b,dominant_color_3_freq,dominant_color_4_r,dominant_color_4_g,dominant_color_4_b,dominant_color_4_freq,dominant_color_5_r,dominant_color_5_g,dominant_color_5_b,dominant_color_5_freq,avg_r,avg_g,avg_b,color_variance,warm_cool_score,avg_saturation,avg_value,edge_density,gradient_magnitude,gradient_std,shannon_entropy,high_freq_ratio,lbp_uniformity,lbp_entropy,lbp_energy,glcm_contrast,glcm_dissimilarity,glcm_homogeneity,glcm_energy,glcm_correlation,glcm_asm,texture_complexity,texture_contrast,vertical_symmetry,horizontal_symmetry,symmetry_score,avg_motif_area,motif_area_std,num_motifs,avg_aspect_ratio,aspect_ratio_std,avg_circularity,filepath,label
51.74775153711974,53.84636225304022,50.56311160046021,0.3076629638671875,111.74581571225876,111.5665973303211,98.08566941716144,0.2768898010253906,174.93000782035526,168.73064462071278,142.57986537817004,0.2738761901855469,208.2511880515954,74.74766856040304,80.7021116947154,0.10674285888671875,249.6962621944536,250.347034966568,247.93160144689247,0.03482818603515625,125.60876083374023,110.28236389160156,98.9450454711914,3131.78943234999,0.17340469360351562,57.32114791870117,128.95714950561523,0.2955780029296875,185.97035099095038,145.98364423318645,5.250456809997559,0.8926047213431479,0.31544845274765976,1.8947777999074615,0.31544845274765976,1208.487935157083,24.190897292791476,0.08657749954242655,0.013314904376777197,0.7870727042417774,0.0001801940362021589,2289.8161109916487,1208.487935157083,0.826131506568284,0.8346421689105471,0.8303868377394156,2007.7179487179487,4023.8160908853156,39,2.1877424659014397,2.161031166181095,0.03691892477889099,/home/openhands/Downloads/jasper_dataset/japanese_textiles/image_0857.png,japanese_textiles
177.35497249117878,168.46015819662537,120.32090837639426,0.22797393798828125,153.18163293030838,137.04172327129467,88.08899945659557,0.22357559204101562,131.08175968666947,103.57543013008814,55.28689327178627,0.21788787841796875,200.5462531178831,198.2744821602863,155.7436937425442,0.17666244506835938,110.72661852589641,60.97196215139442,27.87119023904382,0.153900146484375,155.70069885253906,136.02305221557617,90.95875930786133,1758.9491598456154,0.7458839416503906,114.21173858642578,156.35784912109375,0.28816986083984375,136.4296318485224,101.57864089481352,5.084957122802734,0.8925686652824362,0.3353992211050354,1.9068239413339283,0.3353992211050354,910.7332288392047,21.504897149346306,0.06333392408406459,0.00908758541392828,0.7334638201075923,8.288626000082685e-05,1736.6079249189468,910.7332288392047,0.8496028074033484,0.8404774910844034,0.8450401492438759,1617.8431372549019,4358.82215549536,51,0.9117307888894284,0.6804911794920744,0.05019537967352631,/home/openhands/Downloads/jasper_dataset/japanese_textiles/image_0402.png,japanese_textiles
62.77425103305785,58.26483729338843,100.5771048553719,0.2944221496582031,190.9725179430054,179.1237045079598,140.65070009447396,0.2712211608886719,100.67526776023428,94.14478507505478,114.63467879011284,0.18662261962890625,151.40618923006747,141.79033923126786,126.4882481453917,0.15884780883789062,205.2424788635681,35.560233466374825,43.469421913222604,0.08888626098632812,131.2628517150879,108.8984260559082,113.0780029296875,2398.663127386833,0.05477142333984375,88.50861358642578,146.65596389770508,0.26052093505859375,160.01279467893693,133.32037798983245,5.015585899353027,0.89439893224928,0.2997783470200375,2.027432385821502,0.2997783470200375,986.4970225839103,21.176417180034544,0.0879878271779218,0.011691547824823243,0.7766082117048426,0.00013740613876392382,2000.0560121031053,986.4970225839103,0.8365821680137656,0.834971506651296,0.8357768373325308,731.4426229508197,1125.3869866222437,61,2.5520669895504597,1.4569639492951216,0.04741713861990013,/home/openhands/Downloads/jasper_dataset/japanese_textiles/image_0874.png,japanese_textiles
213.27483213706876,212.3854480203751,206.75024118237246,0.3959159851074219,46.15463836167778,44.495462257822666,58.451840744978895,0.3865470886230469,186.8248128795368,170.6881796356447,164.38126677023018,0.10792160034179688,183.24471033596973,109.09943892381531,101.54674508213344,0.05632781982421875,107.58432745196086,95.23794556754054,103.94906779055647,0.053287506103515625,138.45230865478516,130.87210083007812,133.39836883544922,5553.002031850629,-0.2720184326171875,41.950103759765625,144.76411819458008,0.163543701171875,139.70449189579531,175.90101596692875,4.76348876953125,0.840293731034625,0.22369238210376352,2.3623365218467036,0.22369238210376352,1020.2547297516737,16.632173366743356,0.20815589702489204,0.032807547452884,0.9107194773219528,0.0010783100440280257,2410.1850096792173,1020.2547297516737,0.7873733279716292,0.7284475414228563,0.7579104346972427,854.0333333333333,1643.53648135828,30,1.703877885166638,0.6297226360181437,0.03236064616024104,/home/openhands/Downloads/jasper_dataset/japanese_textiles/image_0489.png,japanese_textiles
41.67070724580259,35.0281189638948,85.47123718488436,0.3084259033203125,208.1466847603118,201.91543850790544,156.67664973017327,0.24168014526367188,100.9829430308489,82.92070104330857,83.78274412669819,0.20298004150390625,168.66244346217104,148.14376027960526,102.56031558388158,0.14854049682617188,136.84067126579336,142.4747306410356,159.89500813890396,0.0983734130859375,122.19207763671875,112.47601699829102,112.20402908325195,3627.7214485586533,-0.022632598876953125,100.26406860351562,141.76654434204102,0.3615150451660156,307.865820305532,177.44632682959167,5.328439712524414,0.9476974787812612,0.2685371006373316,2.0163829633037897,0.2685371006373316,2833.5660818718434,38.782347953539734,0.04725687771305956,0.007778546199902179,0.6398952803488156,6.080895792029259e-05,5713.554372881857,2833.5660818718434,0.7846333987066165,0.7853988217100197,0.7850161102083182,3086.7580645161293,11038.160648310877,31,1.1146781907025551,0.40367036518053956,0.03935836638723696,/home/openhands/Downloads/jasper_dataset/japanese_textiles/image_0747.png,japanese_textiles
8.372964014022358,8.969832828559845,43.13802971406768,0.32028961181640625,233.13680662172084,223.97858954675922,172.40224284093185,0.2288970947265625,32.31739066535094,48.612085074219486,89.54088895420857,0.18157577514648438,199.0769481294917,179.21119482380527,134.33530190850468,0.17526626586914062,126.22328522782553,104.32868493594941,92.95577266093724,0.09397125244140625,108.69791030883789,104.20536804199219,101.82839584350586,6755.053844972997,-0.1038055419921875,135.09771728515625,131.05751419067383,0.16128158569335938,149.46565441845257,179.27334142388327,5.152868270874023,0.7884371514068691,0.2537822888989467,2.193742273458368,0.2537822888989467,953.7323752007989,18.380942774426458,0.10588270841093812,0.01757703213732826,0.9366323612904237,0.0003100121059888078,2092.2430290438497,953.7323752007989,0.7540811044377205,0.7151523144833826,0.7346167094605516,588.2589285714286,738.9864378169761,56,2.2870226334196877,0.8680982492743258,0.1194615970832954,/home/openhands/Downloads/jasper_dataset/japanese_textiles/image_0568.png,japanese_textiles
73.4129164758614,157.63719245660047,168.16767273080498,0.27523040771484375,110.83049094122211,126.81925547046738,112.28684932687749,0.265411376953125,49.18732576662684,126.73841762909863,133.30474246648083,0.2296295166015625,147.6769579473186,169.26518935809696,155.07457694254342,0.17365264892578125,49.000067691058014,59.81527110268735,54.8156772490354,0.0560760498046875,89.27633285522461,138.85455703735352,136.65873336791992,1374.6569676321053,-0.7908706665039062,111.18870544433594,148.47655868530273,0.270416259765625,110.2999836747844,83.50997177954626,4.695672988891602,0.9403665814816728,0.42004702604026534,1.5236115206647498,0.42004702604026534,750.6570215101459,19.846921125120993,0.06413361872968028,0.013281515612600775,0.5450661751815754,0.0001768923848259846,1143.7096860407453,750.6570215101459,0.9011572721298216,0.8898697238685952,0.8955134979992083,342.5642857142857,348.3825270490201,70,1.5619225719989374,0.49602605886968737,0.009781090937132246,/home/openhands/Downloads/jasper_dataset/japanese_textiles/image_0334.png,japanese_textiles
75.27007725832013,68.68018026941363,75.75507131537242,0.38541412353515625,118.36741676536387,27.898159114503372,50.98711818806568,0.26116180419921875,157.29780333185906,60.490225563909775,82.04254754533392,0.1287384033203125,153.9966253488221,144.7296060743721,78.71140242715296,0.11749649047851562,214.33927298645762,220.18852459016395,114.25078403421242,0.10718917846679688,121.26737976074219,82.1389274597168,74.5749282836914,2325.822322180428,0.3106956481933594,129.99013137817383,127.34916687011719,0.235595703125,137.07465476011666,132.77504172889815,4.907174110412598,0.8658604640104284,0.35483929453766905,1.821150387744631,0.35483929453766905,890.8800813290434,19.464503356884318,0.08549063850197375,0.015073541421751947,0.8129747531948275,0.00022888075026602665,1622.4266055463556,890.8800813290434,0.8423831057014707,0.8711333173042151,0.8567582115028429,373.968253968254,371.61765503252394,63,0.8007685915510564,0.4829280970460631,0.02510350938936672,/home/openhands/Downloads/jasper_dataset/japanese_textiles/image_0750.png,japanese_textiles
167.86457187745484,73.15015941962017,42.949715817198836,0.41252899169921875,202.5691904953685,211.20523560209423,209.86258558195732,0.18986892700195312,151.63874621727422,118.50390071906494,102.12307393320192,0.13743972778320312,175.71725577671015,169.66778197208876,161.64198695950583,0.13331985473632812,116.40517241379311,69.9504385437943,53.57046737955064,0.12684249877929688,166.72168731689453,118.00304412841797,99.88130950927734,2921.935937884921,0.5547523498535156,113.70545196533203,169.52854919433594,0.23558425903320312,158.14271841721214,146.94234115629428,4.9193243980407715,0.9032386172592208,0.3390514880302362,1.870423064851652,0.3390514880302362,1181.1743467457752,22.208480399317253,0.07784230545492779,0.014792502346767218,0.7350956002873248,0.00021895638203726288,2209.2957417643806,1181.1743467457752,0.8310800034751665,0.8278282837664629,0.8294541436208147,727.547619047619,1144.0495733594128,63,1.2510822765073135,0.47134779930319354,0.03626711274785286,/home/openhands/Downloads/jasper_dataset/japanese_textiles/image_0014.png,japanese_textiles
137.2085300989213,131.09413679972164,98.82907491176617,0.3071479797363281,159.19465243794588,103.37583279287777,91.34518896291492,0.2587471008300781,158.66040990830504,143.84351853588103,117.97819197809822,0.20256423950195312,19.311970802919703,19.44686131386861,22.80467153284671,0.15681076049804688,110.15476988094625,101.1272483636551,87.11451837344741,0.07472991943359375,126.77594757080078,106.79161834716797,88.00130844116211,1762.03414662937,0.4460487365722656,77.88494110107422,128.45536041259766,0.037456512451171875,42.44324348080935,56.49267003734523,4.437500953674316,0.8264373540723615,0.3743277146713808,1.7509612475671128,0.3743277146713808,136.8349056376886,6.9157451621295865,0.22623473707264116,0.028701270325373437,0.960502398181229,0.0008256896692827167,239.59261708609537,136.8349056376886,0.9204809979853077,0.9271366333028119,0.9238088156440598,191.8235294117647,90.42269060240658,17,1.6694838795624216,1.1418528212951964,0.017442513214059513,/home/openhands/Downloads/jasper_dataset/japanese_textiles/image_0965.png,japanese_textiles
